0,15,0x0,1,0xdeadbeef,10,123
200,52,0x1,0,0xdeadbeef,10,0
400,11,0x2,0,0xdeadbeef,10,0
600,118,0x3,0,0xdeadbeef,10,321
800,48,0x2,1,0xdeadbeef,10,119
1000,27,0x4,0,0xdeadbeef,10,0
1200,83,0x5,0,0xdeadbeef,10,0
1400,34,0x6,0,0xdeadbeef,10,127
1600,6,0x7,0,0xdeadbeef,10,274
1800,40,0x8,0,0xdeadbeef,10,0
2000,39,0x9,0,0xdeadbeef,10,0
2200,85,0x8,1,0xdeadbeef,10,128
2400,80,0xa,0,0xdeadbeef,10,86
2600,111,0xb,0,0xdeadbeef,10,0
2800,40,0xc,0,0xdeadbeef,10,128
3000,107,0xb,1,0xdeadbeef,10,121
3200,81,0xd,0,0xdeadbeef,10,0
3400,84,0xe,0,0xdeadbeef,10,138
3600,87,0xd,1,0xdeadbeef,10,122
3800,84,0xf,0,0xdeadbeef,10,127
4000,79,0xf,0,0xdeadbeef,10,127
4200,42,0x10,0,0xdeadbeef,10,120
4400,83,0xf,0,0xdeadbeef,10,127
4600,74,0x11,0,0xdeadbeef,10,118
4800,51,0x12,0,0xdeadbeef,10,94
5000,14,0x13,0,0xdeadbeef,10,0
5200,48,0x14,0,0xdeadbeef,10,0
5400,52,0x15,0,0xdeadbeef,10,186
5600,63,0x5,0,0xdeadbeef,10,0
5800,39,0x14,1,0xdeadbeef,10,123
6000,87,0x16,0,0xdeadbeef,10,0
6200,11,0x17,0,0xdeadbeef,10,0
6400,10,0x18,0,0xdeadbeef,10,0
6600,127,0x19,0,0xdeadbeef,10,0
6800,38,0x17,1,0xdeadbeef,10,89
7000,20,0x1a,0,0xdeadbeef,10,88
7200,11,0x1a,0,0xdeadbeef,10,88
7400,81,0x1b,0,0xdeadbeef,10,0
7600,16,0x1b,0,0xdeadbeef,10,0
7800,10,0x1c,0,0xdeadbeef,10,89
8000,5,0x1d,1,0xdeadbeef,10,116
8200,118,0x19,1,0xdeadbeef,10,111
8400,48,0x1e,0,0xdeadbeef,10,0
8600,33,0x1f,0,0xdeadbeef,10,126
8800,47,0x1a,0,0xdeadbeef,10,88
9000,31,0x20,0,0xdeadbeef,10,128
9200,33,0x1e,1,0xdeadbeef,10,159
9400,50,0x19,0,0xdeadbeef,10,111
9600,104,0x21,0,0xdeadbeef,10,0
9800,122,0x22,0,0xdeadbeef,10,126
10000,63,0x23,0,0xdeadbeef,10,128
10200,20,0x21,1,0xdeadbeef,10,127
10400,111,0x24,0,0xdeadbeef,10,118
10600,11,0x1b,0,0xdeadbeef,10,0
10800,48,0x25,0,0xdeadbeef,10,133
11000,31,0x26,0,0xdeadbeef,8,0
11200,54,0x27,0,0xdeadbeef,10,0
11400,115,0x28,0,0xdeadbeef,10,0
11600,54,0x29,0,0xdeadbeef,10,125
11800,122,0x2a,0,0xdeadbeef,10,0
12000,0,0x27,1,0xdeadbeef,10,79
12200,4,0x2b,0,0xdeadbeef,10,108
12400,24,0x2a,1,0xdeadbeef,10,313
12600,84,0x29,0,0xdeadbeef,10,125
12800,111,0x2c,0,0xdeadbeef,10,118
13000,24,0x2d,0,0xdeadbeef,10,0
13200,56,0x2e,1,0xdeadbeef,10,120
13400,36,0x2f,0,0xdeadbeef,10,0
13600,122,0x30,0,0xdeadbeef,10,89
13800,81,0x31,0,0xdeadbeef,10,119
14000,24,0x2f,0,0xdeadbeef,10,0
14200,18,0x32,0,0xdeadbeef,10,125
14400,65,0x2d,1,0xdeadbeef,10,128
14600,82,0x33,0,0xdeadbeef,10,0
14800,89,0x34,0,0xdeadbeef,10,0
15000,64,0x33,1,0xdeadbeef,10,141
15200,81,0x34,1,0xdeadbeef,10,119
15400,122,0x35,0,0xdeadbeef,10,0
15600,57,0x36,1,0xdeadbeef,10,112
15800,24,0x35,1,0xdeadbeef,10,120
16000,48,0x37,0,0xdeadbeef,10,126
16200,106,0x38,0,0xdeadbeef,10,87
16400,22,0x2f,0,0xdeadbeef,10,0
16600,94,0x39,0,0xdeadbeef,10,125
16800,31,0x3a,0,0xdeadbeef,10,0
17000,70,0x3b,0,0xdeadbeef,10,0
17200,38,0x3c,0,0xdeadbeef,10,0
17400,85,0x3a,1,0xdeadbeef,10,106
17600,111,0x3b,1,0xdeadbeef,10,124
17800,65,0x3c,1,0xdeadbeef,10,121
18000,53,0x3d,0,0xdeadbeef,10,120
18200,102,0x3e,0,0xdeadbeef,10,124
18400,34,0x3f,0,0xdeadbeef,10,118
18600,52,0x40,0,0xdeadbeef,10,118
18800,58,0x3d,0,0xdeadbeef,10,120
19000,51,0x19,0,0xdeadbeef,10,111
19200,54,0x41,0,0xdeadbeef,10,121
19400,102,0x42,1,0xdeadbeef,10,110
19600,90,0x41,0,0xdeadbeef,10,121
19800,24,0x43,0,0xdeadbeef,10,0
20000,92,0x43,1,0xdeadbeef,10,121
20200,39,0x44,0,0xdeadbeef,10,125
20400,42,0x44,0,0xdeadbeef,10,125
20600,20,0x45,0,0xdeadbeef,10,117
20800,51,0x46,0,0xdeadbeef,10,127
21000,39,0x44,0,0xdeadbeef,10,125
21200,80,0x47,0,0xdeadbeef,10,119
21400,78,0x48,0,0xdeadbeef,10,124
21600,106,0x48,0,0xdeadbeef,10,124
21800,127,0x48,0,0xdeadbeef,10,124
22000,31,0x34,0,0xdeadbeef,10,119
22200,22,0x47,0,0xdeadbeef,10,119
22400,16,0x47,0,0xdeadbeef,10,119
22600,11,0x49,0,0xdeadbeef,10,126
22800,43,0x4a,0,0xdeadbeef,10,0
23000,56,0x4a,1,0xdeadbeef,10,123
23200,38,0x4b,1,0xdeadbeef,10,86
23400,94,0x49,0,0xdeadbeef,10,126
23600,81,0x4c,0,0xdeadbeef,10,164
23800,54,0x4d,0,0xdeadbeef,10,0
24000,50,0x4e,0,0xdeadbeef,10,81
24200,43,0x4d,0,0xdeadbeef,10,0
24400,31,0x4f,0,0xdeadbeef,10,0
24600,32,0x4e,0,0xdeadbeef,10,81
24800,16,0x50,0,0xdeadbeef,10,0
25000,105,0x4e,0,0xdeadbeef,10,81
25200,112,0x51,0,0xdeadbeef,10,128
25400,126,0x50,1,0xdeadbeef,10,113
25600,79,0x52,0,0xdeadbeef,10,140
25800,104,0x53,0,0xdeadbeef,10,79
26000,53,0x54,0,0xdeadbeef,10,86
26200,33,0x3c,0,0xdeadbeef,10,121
26400,49,0x55,0,0xdeadbeef,10,0
26600,53,0x56,0,0xdeadbeef,10,127
26800,49,0x57,0,0xdeadbeef,10,128
27000,40,0x4f,1,0xdeadbeef,10,122
27200,35,0x55,1,0xdeadbeef,10,120
27400,112,0x58,0,0xdeadbeef,10,0
27600,111,0x4d,0,0xdeadbeef,10,0
27800,121,0x58,1,0xdeadbeef,10,123
28000,11,0x4f,0,0xdeadbeef,10,122
28200,30,0x56,0,0xdeadbeef,10,127
28400,82,0x59,0,0xdeadbeef,10,0
28600,14,0x56,0,0xdeadbeef,10,127
28800,67,0x5a,0,0xdeadbeef,10,0
29000,80,0x5b,0,0xdeadbeef,10,115
29200,84,0x5c,0,0xdeadbeef,10,113
29400,53,0x5d,0,0xdeadbeef,10,164
29600,54,0x5e,0,0xdeadbeef,10,0
29800,20,0x5b,0,0xdeadbeef,10,115
30000,98,0x5c,0,0xdeadbeef,10,113
30200,42,0x5c,0,0xdeadbeef,10,113
30400,50,0x5b,0,0xdeadbeef,10,115
30600,19,0x5e,1,0xdeadbeef,10,122
30800,113,0x59,1,0xdeadbeef,10,128
31000,14,0x5f,0,0xdeadbeef,10,90
31200,84,0x5f,0,0xdeadbeef,10,90
31400,113,0x60,1,0xdeadbeef,10,110
31600,27,0x61,0,0xdeadbeef,10,125
31800,84,0x62,0,0xdeadbeef,10,0
32000,20,0x63,0,0xdeadbeef,10,123
32200,82,0x64,0,0xdeadbeef,10,0
32400,105,0x65,0,0xdeadbeef,10,112
32600,24,0x5f,0,0xdeadbeef,10,90
32800,32,0x66,0,0xdeadbeef,10,0
33000,64,0x64,1,0xdeadbeef,10,169
33200,44,0x61,0,0xdeadbeef,10,125
33400,121,0x67,0,0xdeadbeef,10,0
33600,121,0x68,1,0xdeadbeef,10,142
33800,67,0x66,1,0xdeadbeef,10,127
34000,116,0x63,0,0xdeadbeef,10,123
34200,67,0x69,1,0xdeadbeef,10,115
34400,77,0x67,1,0xdeadbeef,10,113
34600,9,0x6a,0,0xdeadbeef,10,113
34800,66,0x6a,0,0xdeadbeef,10,113
35000,53,0x6b,0,0xdeadbeef,10,184
35200,1,0x6c,0,0xdeadbeef,10,0
35400,80,0x6a,0,0xdeadbeef,10,113
35600,121,0x6d,0,0xdeadbeef,10,158
35800,104,0x6e,1,0xdeadbeef,10,110
36000,119,0x6f,0,0xdeadbeef,10,121
36200,51,0x70,0,0xdeadbeef,10,0
36400,40,0x71,0,0xdeadbeef,10,124
36600,101,0x70,1,0xdeadbeef,10,123
36800,80,0x72,0,0xdeadbeef,10,0
37000,117,0x73,0,0xdeadbeef,10,125
37200,49,0x74,0,0xdeadbeef,10,0
37400,62,0x72,1,0xdeadbeef,10,145
37600,16,0x75,0,0xdeadbeef,10,0
37800,125,0x71,0,0xdeadbeef,10,124
38000,65,0x76,0,0xdeadbeef,10,304
38200,106,0x75,1,0xdeadbeef,10,122
38400,69,0x77,0,0xdeadbeef,10,0
38600,111,0x78,0,0xdeadbeef,10,93
38800,118,0x71,0,0xdeadbeef,10,124
39000,90,0x78,0,0xdeadbeef,10,93
39200,59,0x77,0,0xdeadbeef,10,0
39400,102,0x79,0,0xdeadbeef,10,117
39600,108,0x79,0,0xdeadbeef,10,117
39800,119,0x7a,0,0xdeadbeef,10,0
40000,40,0x7b,0,0xdeadbeef,10,0
40200,0,0x7c,0,0xdeadbeef,10,78
40400,124,0x74,1,0xdeadbeef,10,121
40600,10,0x78,0,0xdeadbeef,10,93
40800,44,0x7a,1,0xdeadbeef,10,126
41000,24,0x73,0,0xdeadbeef,10,125
41200,11,0x74,0,0xdeadbeef,10,121
41400,108,0x7d,0,0xdeadbeef,10,0
41600,111,0x7e,0,0xdeadbeef,10,116
41800,115,0x7f,0,0xdeadbeef,10,137
42000,18,0x79,0,0xdeadbeef,10,117
42200,2,0x7d,1,0xdeadbeef,10,106
42400,80,0x80,0,0xdeadbeef,10,0
42600,51,0x77,0,0xdeadbeef,10,0
42800,53,0x4f,0,0xdeadbeef,10,122
43000,47,0x81,0,0xdeadbeef,10,120
43200,52,0x82,0,0xdeadbeef,10,122
43400,104,0x83,0,0xdeadbeef,10,0
43600,85,0x80,1,0xdeadbeef,10,91
43800,117,0x83,1,0xdeadbeef,10,121
44000,17,0x84,0,0xdeadbeef,10,0
44200,38,0x85,0,0xdeadbeef,10,131
44400,94,0x86,0,0xdeadbeef,10,0
44600,52,0x84,0,0xdeadbeef,10,0
44800,81,0x87,0,0xdeadbeef,10,124
45000,119,0x88,0,0xdeadbeef,10,0
45200,51,0x84,0,0xdeadbeef,10,0
45400,119,0x89,0,0xdeadbeef,10,107
45600,34,0x88,0,0xdeadbeef,10,0
45800,18,0x8a,0,0xdeadbeef,10,0
46000,108,0x88,0,0xdeadbeef,10,0
46200,112,0x8a,1,0xdeadbeef,10,79
46400,92,0x8b,0,0xdeadbeef,8,0
46600,36,0x8c,0,0xdeadbeef,10,143
46800,22,0x8d,0,0xdeadbeef,10,0
47000,97,0x8d,0,0xdeadbeef,10,0
47200,14,0x8d,0,0xdeadbeef,10,0
47400,29,0x8e,0,0xdeadbeef,10,0
47600,81,0x8f,0,0xdeadbeef,10,128
47800,127,0x90,0,0xdeadbeef,10,126
48000,112,0x91,0,0xdeadbeef,10,0
48200,115,0x91,0,0xdeadbeef,10,0
48400,6,0x90,0,0xdeadbeef,10,126
48600,55,0x92,1,0xdeadbeef,10,116
48800,58,0x8d,0,0xdeadbeef,10,0
49000,38,0x90,0,0xdeadbeef,10,126
49200,80,0x91,0,0xdeadbeef,10,0
49400,42,0x93,0,0xdeadbeef,10,88
49600,17,0x76,0,0xdeadbeef,10,304
49800,123,0x94,0,0xdeadbeef,10,0
50000,87,0x91,0,0xdeadbeef,10,0
50200,38,0x90,0,0xdeadbeef,10,126
50400,84,0x95,0,0xdeadbeef,10,97
50600,78,0x93,0,0xdeadbeef,10,88
